path,source,sha256,purpose_and_retention_reason,version_status
reference_versions/shared_upstream/tools/filter_patient_info_by_cutoff.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/filter_patient_info_by_cutoff.py,2ae8bc18d2ec75b0af84d92af9d420e733a36341a46ed5b5760324e041976e4e,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/generate_source_mapping.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/generate_source_mapping.py,ca6043374549234720b33c0f7cb8bf3125e9c24cd0cfc13a5b94029532efb403,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/import_ppt_labs_to_patient_exports.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/import_ppt_labs_to_patient_exports.py,e45f4914d5eb4d4c8668bc18ef7522878ecfe2354f95465f4601bf3b758b2377,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/link_ppt_slides_to_excel_patients.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/link_ppt_slides_to_excel_patients.py,4fe679e2fdce52d08d0c99a5b59e333c5ce0571af4372ae4bb68e47f3ed7cf0c,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/llm_requester.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/llm_requester.py,52db4f2cc423835d008e0491f97d71f63fb7ad8f2fbad7b3ec9bf9e59529fdef,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/llm_scheduler.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/llm_scheduler.py,bcfd2cce978b837408ca24fd2d97360e3c3d6db98880f3788de3eac7c7d65b26,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/mngs_big_agent.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/mngs_big_agent.py,5013f7b6121c4334a267d6a8e889c951b0fbe16aa81b8e5b55d51065dec88202,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/optimize_low_colonizer_precision.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/optimize_low_colonizer_precision.py,f2d84e8151a29d00abe6534f794a879e86522de541a1c2a97812a26505c87751,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/parse_table1_standardized.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/parse_table1_standardized.py,44a8c6438584498be1ac63f3cbd256891b9acaf309fe63c04c1c4a9a09b0b45e,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/parse_table1_workbook.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/parse_table1_workbook.py,9549fd25572e76a89792ec224c596a75b7ca2595eba06b0ed3639693d0414b2b,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/run_mngs_to_specimen_agent.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/run_mngs_to_specimen_agent.py,d9a1f44e9d33c5d0ad248963aa25f259fa86d33856e4fd1c566fc5a9fa066edf,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/run_mngs_to_specimen_full_pipeline.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/run_mngs_to_specimen_full_pipeline.py,0d90ab09f91e22023ab21028bb40ee1a990adba6b9a4dccb0e3b7624dafedff6,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/split_excel_master_by_patient.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/split_excel_master_by_patient.py,22cd964bce67f75ba72d6df229b6df5e74eadb3a539b11b208681bc49db06db3,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/split_mngs_by_patient.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/split_mngs_by_patient.py,3a0f61c6af8d5220046d99499a72a3c8e8880cddbad503c86812b0b619653b90,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/split_mngs_candidates_for_llm.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/split_mngs_candidates_for_llm.py,481c0a55d29fc56063e3b8071cdf121b6fefe75f65c831b5a4506b570f8ddc87,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/table1_sections.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/table1_sections.py,0d66fd3f53dd33c0ce855bc26a1e6dd1dc7c5299407a8a06d75ae7b047cc90a7,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/table1_standardizer_engine.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/table1_standardizer_engine.py,4d9b26958a337eac2931803581fb03eca8aa0de06a4e850daa7c9553d0a13a27,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/time_window.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/time_window.py,cdae897686989995e4b4bdd472e73a26cc0b871c4c942c23c559847d5efbf193,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/token_count.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/token_count.py,57691e002563f655de8e2b092700c782712b6a69e27d88a52a30db470de994f4,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/utils.py,CSIE_PROJECT-main/CSIE_PROJECT/utils.py,a7b730118b60f77e12705573fca047ebc3fbeed0756daa4fcb2650fbd9c8cfb6,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
frontend/pipeline.py,authored during repository organization,82ee832701f070ce327183935932f33217bc1acd7febb0006267ce1284f34c9b,"Explicit offline entry for three formats; file, identity and frozen-response validation",new adapter/example; not original historical source
frontend/tests/test_pipeline.py,authored during repository organization,909d6f3f02ef0ac4981e83f30fd4d3c0f3459acb0acdfe65e6bf02bd4d4f17c2,Synthetic regression checks and actual Excel/PPT quickstart execution,new adapter/example; not original historical source
examples/frontend/synthetic_master.xlsx,authored during repository organization,965d2380b66702435e01057b123f474d1db3cf57ffcf904882c16b83da84b492,Public artificial four-sheet master input,new adapter/example; not original historical source
examples/frontend/synthetic.pptx,authored during repository organization,ed2c7800b2a6049aa1c406710ee1974c249a19b8635b21b708ce0a7db8c328d2,Public artificial native-text slide input,new adapter/example; not original historical source
examples/frontend/manifest.synthetic.json,authored during repository organization,6f67ead2dfe57fd5d398a590e5f74a7b04a86ad2e0330f67df0b470a0352acbb,Pinned public quickstart source references,new adapter/example; not original historical source
